i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
442,0,"Question{QuestionCommittee{λ=28404782918412223311882195852526092269/21267647932558653966460912964485513216, rank=8}}",0,"Question{QuestionCommittee{λ=7681950671734959679559751476049769312288749/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=711597103775725/140737488355328, rank=7}}",0,"Question{QuestionCommittee{λ=40459760280626297907174188480084437893101/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=46438878434104247612553234446276945013374957/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=111503725992653115707678591363241807529902061/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=7238570925504529054020489298097893854412781/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=132778657058961299753160166741114861/83076749736557242056487941267521536, rank=8}}",0,"Question{QuestionCommittee{λ=24927476630140180905040600314833251575267309/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=44419316318106557334566623253633255342061/10889035741470030830827987437816582766592, rank=8}}"
443,0,"Question{QuestionCommittee{λ=56809565836824446623764391705052184557/42535295865117307932921825928971026432, rank=8}}",0,"Question{QuestionCommittee{λ=15363901343469919359119502952099538624577517/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=36664057429997/8796093022208, rank=6}}",0,"Question{QuestionCommittee{λ=80919520561252595814348376960168875786221/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=92877756868208495225106468892553890026749933/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=223007451985306231415357182726483615059804141/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=14477141851009058108040978596195787708825581/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=265557314117922599506320333482229741/166153499473114484112975882535043072, rank=8}}",0,"Question{QuestionCommittee{λ=49854953260280361810081200629666503150534637/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=88838632636213114669133246507266510684141/21778071482940061661655974875633165533184, rank=8}}"
444,0,"Question{QuestionCommittee{λ=113619131673648893247528783410104369133/85070591730234615865843651857942052864, rank=8}}",0,"Question{QuestionCommittee{λ=30727802686939838718239005904199077249155053/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=18414583807981/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=161839041122505191628696753920337751572461/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=185755513736416990450212937785107780053499885/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=446014903970612462830714365452967230119608301/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=28954283702018116216081957192391575417651181/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=531114628235845199012640666964459501/332306998946228968225951765070086144, rank=8}}",0,"Question{QuestionCommittee{λ=99709906520560723620162401259333006301069293/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=177677265272426229338266493014533021368301/43556142965880123323311949751266331066368, rank=8}}"
445,0,"Question{QuestionCommittee{λ=227238263347297786495057566820208738285/170141183460469231731687303715884105728, rank=8}}",0,"Question{QuestionCommittee{λ=61455605373879677436478011808398154498310125/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=36829167615981/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=323678082245010383257393507840675503144941/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=371511027472833980900425875570215560106999789/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=892029807941224925661428730905934460239216621/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=57908567404036232432163914384783150835302381/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=1062229256471690398025281333928919021/664613997892457936451903530140172288, rank=8}}",0,"Question{QuestionCommittee{λ=199419813041121447240324802518666012602138605/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=355354530544852458676532986029066042736621/87112285931760246646623899502532662132736, rank=8}}"
446,0,"Question{QuestionCommittee{λ=454476526694595572990115133640417476589/340282366920938463463374607431768211456, rank=8}}",0,"Question{QuestionCommittee{λ=122911210747759354872956023616796308996620269/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=73328114860013/17592186044416, rank=6}}",0,"Question{QuestionCommittee{λ=647356164490020766514787015681351006289901/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=743022054945667961800851751140431120213999597/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=1784059615882449851322857461811868920478433261/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=115817134808072464864327828769566301670604781/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=2124458512943380796050562667857838061/1329227995784915872903807060280344576, rank=8}}",0,"Question{QuestionCommittee{λ=398839626082242894480649605037332025204277229/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=710709061089704917353065972058132085473261/174224571863520493293247799005065324265472, rank=8}}"
447,0,"Question{QuestionCommittee{λ=908953053389191145980230267280834953197/680564733841876926926749214863536422912, rank=8}}",0,"Question{QuestionCommittee{λ=245822421495518709745912047233592617993240557/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=146656229720045/35184372088832, rank=6}}",0,"Question{QuestionCommittee{λ=1294712328980041533029574031362702012579821/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=1486044109891335923601703502280862240427999213/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=3568119231764899702645714923623737840956866541/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=231634269616144929728655657539132603341209581/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=4248917025886761592101125335715676141/2658455991569831745807614120560689152, rank=8}}",0,"Question{QuestionCommittee{λ=797679252164485788961299210074664050408554477/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=1421418122179409834706131944116264170946541/348449143727040986586495598010130648530944, rank=8}}"
448,0,"Question{QuestionCommittee{λ=1817906106778382291960460534561669906413/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=491644842991037419491824094467185235986481133/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=1423194207551469/281474976710656, rank=7}}",0,"Question{QuestionCommittee{λ=2589424657960083066059148062725404025159661/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=2972088219782671847203407004561724480855998445/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=7136238463529799405291429847247475681913733101/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=463268539232289859457311315078265206682419181/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=8497834051773523184202250671431352301/5316911983139663491615228241121378304, rank=8}}",0,"Question{QuestionCommittee{λ=1595358504328971577922598420149328100817108973/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=2842836244358819669412263888232528341893101/696898287454081973172991196020261297061888, rank=8}}"
449,0,"Question{QuestionCommittee{λ=3635812213556764583920921069123339812845/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=983289685982074838983648188934370471972962285/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=293312459440109/70368744177664, rank=6}}",0,"Question{QuestionCommittee{λ=5178849315920166132118296125450808050319341/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=5944176439565343694406814009123448961711996909/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=14272476927059598810582859694494951363827466221/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=926537078464579718914622630156530413364838381/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=16995668103547046368404501342862704621/10633823966279326983230456482242756608, rank=8}}",0,"Question{QuestionCommittee{λ=3190717008657943155845196840298656201634217965/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=5685672488717639338824527776465056683786221/1393796574908163946345982392040522594123776, rank=8}}"
450,0,"Question{QuestionCommittee{λ=7271624427113529167841842138246679625709/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=1966579371964149677967296377868740943945924589/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=73658335231981/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=10357698631840332264236592250901616100638701/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=11888352879130687388813628018246897923423993837/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=28544953854119197621165719388989902727654932461/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=1853074156929159437829245260313060826729676781/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=33991336207094092736809002685725409261/21267647932558653966460912964485513216, rank=8}}",0,"Question{QuestionCommittee{λ=6381434017315886311690393680597312403268435949/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=11371344977435278677649055552930113367572461/2787593149816327892691964784081045188247552, rank=8}}"
451,0,"Question{QuestionCommittee{λ=14543248854227058335683684276493359251437/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=3933158743928299355934592755737481887891849197/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=2846388415102957/562949953421312, rank=7}}",0,"Question{QuestionCommittee{λ=20715397263680664528473184501803232201277421/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=23776705758261374777627256036493795846847987693/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=57089907708238395242331438777979805455309864941/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=3706148313858318875658490520626121653459353581/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=67982672414188185473618005371450818541/42535295865117307932921825928971026432, rank=8}}",0,"Question{QuestionCommittee{λ=12762868034631772623380787361194624806536871917/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=22742689954870557355298111105860226735144941/5575186299632655785383929568162090376495104, rank=8}}"
452,0,"Question{QuestionCommittee{λ=29086497708454116671367368552986718502893/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=7866317487856598711869185511474963775783698413/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=147316670463981/17592186044416, rank=8}}",0,"Question{QuestionCommittee{λ=41430794527361329056946369003606464402554861/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=47553411516522749555254512072987591693695975405/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=114179815416476790484662877555959610910619729901/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=7412296627716637751316981041252243306918707181/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=135965344828376370947236010742901637101/85070591730234615865843651857942052864, rank=8}}",0,"Question{QuestionCommittee{λ=25525736069263545246761574722389249613073743853/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=45485379909741114710596222211720453470289901/11150372599265311570767859136324180752990208, rank=8}}"
453,0,"Question{QuestionCommittee{λ=58172995416908233342734737105973437005805/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=15732634975713197423738371022949927551567396845/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=294633340927981/35184372088832, rank=8}}",0,"Question{QuestionCommittee{λ=82861589054722658113892738007212928805109741/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=95106823033045499110509024145975183387391950829/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=228359630832953580969325755111919221821239459821/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=14824593255433275502633962082504486613837414381/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=271930689656752741894472021485803274221/170141183460469231731687303715884105728, rank=8}}",0,"Question{QuestionCommittee{λ=51051472138527090493523149444778499226147487725/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=90970759819482229421192444423440906940579821/22300745198530623141535718272648361505980416, rank=8}}"
454,0,"Question{QuestionCommittee{λ=116345990833816466685469474211946874011629/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=31465269951426394847476742045899855103134793709/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=5692776830205933/1125899906842624, rank=7}}",0,"Question{QuestionCommittee{λ=165723178109445316227785476014425857610219501/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=190213646066090998221018048291950366774783901677/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=456719261665907161938651510223838443642478919661/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=29649186510866551005267924165008973227674828781/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=543861379313505483788944042971606548461/340282366920938463463374607431768211456, rank=8}}",0,"Question{QuestionCommittee{λ=102102944277054180987046298889556998452294975469/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=181941519638964458842384888846881813881159661/44601490397061246283071436545296723011960832, rank=8}}"
455,0,"Question{QuestionCommittee{λ=232691981667632933370938948423893748023277/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=62930539902852789694953484091799710206269587437/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=11385553660411885/2251799813685248, rank=7}}",0,"Question{QuestionCommittee{λ=331446356218890632455570952028851715220439021/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=380427292132181996442036096583900733549567803373/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=913438523331814323877303020447676887284957839341/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=59298373021733102010535848330017946455349657581/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=1087722758627010967577888085943213096941/680564733841876926926749214863536422912, rank=8}}",0,"Question{QuestionCommittee{λ=204205888554108361974092597779113996904589950957/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=363883039277928917684769777693763627762319341/89202980794122492566142873090593446023921664, rank=8}}"
456,0,"Question{QuestionCommittee{λ=465383963335265866741877896847787496046573/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=125861079805705579389906968183599420412539174893/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=586624918880237/140737488355328, rank=6}}",0,"Question{QuestionCommittee{λ=662892712437781264911141904057703430440878061/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=760854584264363992884072193167801467099135606765/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=1826877046663628647754606040895353774569915678701/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=118596746043466204021071696660035892910699315181/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=2175445517254021935155776171886426193901/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=408411777108216723948185195558227993809179901933/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=727766078555857835369539555387527255524638701/178405961588244985132285746181186892047843328, rank=8}}"
457,0,"Question{QuestionCommittee{λ=930767926670531733483755793695574992093165/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=251722159611411158779813936367198840825078349805/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=22771107320823789/4503599627370496, rank=7}}",0,"Question{QuestionCommittee{λ=1325785424875562529822283808115406860881756141/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=1521709168528727985768144386335602934198271213549/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=3653754093327257295509212081790707549139831357421/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=237193492086932408042143393320071785821398630381/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=4350891034508043870311552343772852387821/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=816823554216433447896370391116455987618359803885/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=1455532157111715670739079110775054511049277421/356811923176489970264571492362373784095686656, rank=8}}"
458,0,"Question{QuestionCommittee{λ=1861535853341063466967511587391149984186349/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=503444319222822317559627872734397681650156699629/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=589266681855981/70368744177664, rank=8}}",0,"Question{QuestionCommittee{λ=2651570849751125059644567616230813721763512301/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=3043418337057455971536288772671205868396542427117/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=7307508186654514591018424163581415098279662714861/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=474386984173864816084286786640143571642797260781/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=8701782069016087740623104687545704775661/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=1633647108432866895792740782232911975236719607789/365375409332725729550921208179070754913983135744, rank=8}}",0,"Question{QuestionCommittee{λ=2911064314223431341478158221550109022098554861/713623846352979940529142984724747568191373312, rank=8}}"
459,0,"Question{QuestionCommittee{λ=3723071706682126933935023174782299968372717/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=1006888638445644635119255745468795363300313399277/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=1178533363711981/140737488355328, rank=8}}",0,"Question{QuestionCommittee{λ=5303141699502250119289135232461627443527024621/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=6086836674114911943072577545342411736793084854253/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=14615016373309029182036848327162830196559325429741/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=948773968347729632168573573280287143285594521581/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=17403564138032175481246209375091409551341/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=3267294216865733791585481564465823950473439215597/730750818665451459101842416358141509827966271488, rank=8}}",0,"Question{QuestionCommittee{λ=5822128628446862682956316443100218044197109741/1427247692705959881058285969449495136382746624, rank=8}}"
460,0,"Question{QuestionCommittee{λ=7446143413364253867870046349564599936745453/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=2013777276891289270238511490937590726600626798573/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=2357066727423981/281474976710656, rank=8}}",0,"Question{QuestionCommittee{λ=10606283399004500238578270464923254887054049261/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=12173673348229823886145155090684823473586169708525/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=29230032746618058364073696654325660393118650859501/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=1897547936695459264337147146560574286571189043181/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=34807128276064350962492418750182819102701/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=6534588433731467583170963128931647900946878431213/1461501637330902918203684832716283019655932542976, rank=8}}",0,"Question{QuestionCommittee{λ=11644257256893725365912632886200436088394219501/2854495385411919762116571938898990272765493248, rank=8}}"
461,0,"Question{QuestionCommittee{λ=14892286826728507735740092699129199873490925/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=4027554553782578540477022981875181453201253597165/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=4714133454847981/562949953421312, rank=8}}",0,"Question{QuestionCommittee{λ=21212566798009000477156540929846509774108098541/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=24347346696459647772290310181369646947172339417069/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=58460065493236116728147393308651320786237301719021/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=3795095873390918528674294293121148573142378086381/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=69614256552128701924984837500365638205421/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=13069176867462935166341926257863295801893756862445/2923003274661805836407369665432566039311865085952, rank=8}}",0,"Question{QuestionCommittee{λ=23288514513787450731825265772400872176788439021/5708990770823839524233143877797980545530986496, rank=8}}"
462,0,"Question{QuestionCommittee{λ=29784573653457015471480185398258399746981869/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=8055109107565157080954045963750362906402507194349/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=1173249837760493/281474976710656, rank=6}}",0,"Question{QuestionCommittee{λ=42425133596018000954313081859693019548216197101/22835963083295358096932575511191922182123945984, rank=8}}",0,"Question{QuestionCommittee{λ=48694693392919295544580620362739293894344678834157/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=116920130986472233456294786617302641572474603438061/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=7590191746781837057348588586242297146284756172781/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=139228513104257403849969675000731276410861/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=26138353734925870332683852515726591603787513724909/5846006549323611672814739330865132078623730171904, rank=8}}",0,"Question{QuestionCommittee{λ=46577029027574901463650531544801744353576878061/11417981541647679048466287755595961091061972992, rank=8}}"
463,0,"Question{QuestionCommittee{λ=59569147306914030942960370796516799493963757/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=16110218215130314161908091927500725812805014388717/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=9428266909695981/1125899906842624, rank=8}}",0,"Question{QuestionCommittee{λ=84850267192036001908626163719386039096432394221/45671926166590716193865151022383844364247891968, rank=8}}",0,"Question{QuestionCommittee{λ=97389386785838591089161240725478587788689357668333/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=233840261972944466912589573234605283144949206876141/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=15180383493563674114697177172484594292569512345581/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=278457026208514807699939350001462552821741/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=52276707469851740665367705031453183207575027449837/11692013098647223345629478661730264157247460343808, rank=8}}",0,"Question{QuestionCommittee{λ=93154058055149802927301063089603488707153756141/22835963083295358096932575511191922182123945984, rank=8}}"
464,0,"Question{QuestionCommittee{λ=119138294613828061885920741593033598987927533/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=32220436430260628323816183855001451625610028777453/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=18856533819391981/2251799813685248, rank=8}}",0,"Question{QuestionCommittee{λ=169700534384072003817252327438772078192864788461/91343852333181432387730302044767688728495783936, rank=8}}",0,"Question{QuestionCommittee{λ=194778773571677182178322481450957175577378715336685/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=467680523945888933825179146469210566289898413752301/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=30360766987127348229394354344969188585139024691181/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=556914052417029615399878700002925105643501/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=104553414939703481330735410062906366415150054899693/23384026197294446691258957323460528314494920687616, rank=8}}",0,"Question{QuestionCommittee{λ=186308116110299605854602126179206977414307512301/45671926166590716193865151022383844364247891968, rank=8}}"
465,0,"Question{QuestionCommittee{λ=238276589227656123771841483186067197975855085/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=64440872860521256647632367710002903251220057554925/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=45542214641647597/9007199254740992, rank=7}}",0,"Question{QuestionCommittee{λ=339401068768144007634504654877544156385729576941/182687704666362864775460604089535377456991567872, rank=8}}",0,"Question{QuestionCommittee{λ=389557547143354364356644962901914351154757430673389/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=935361047891777867650358292938421132579796827504621/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=60721533974254696458788708689938377170278049382381/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=1113828104834059230799757400005850211287021/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=209106829879406962661470820125812732830300109799405/46768052394588893382517914646921056628989841375232, rank=8}}",0,"Question{QuestionCommittee{λ=372616232220599211709204252358413954828615024621/91343852333181432387730302044767688728495783936, rank=8}}"
